event,avgTweetLength_orig,numTweets_orig,credCount-2_ret,credCount-1_ret,credCount0_ret,credCount1_ret,credCount2_ret,P_ca_ret,Credibility_Class_Name_ret,Credibility_Class_Number_ret,cscw_predictor
kobe_dwight_nigga-20141029_022108-20141029_040700,13.68062827,1146,3,1,8,8,10,0.333333333,Low,4,1
game_coach_texas-20141229_145906-20141229_161420-20141229_170912,18.33516484,182,2,2,2,6,18,0.6,Moderate,3,1
oscar_renta_fashion-20141020_221104-20141020_223146-20141020_233649,15.85034666,36491,0,0,0,1,29,0.966666667,Perfect,1,1
raiders_win_game-20141120_221830-20141120_232551,15.10595818,6361,0,0,0,1,29,0.966666667,Perfect,1,3
real_madrid_liverpool-20141104_154445-20141104_165330,13.78326043,95331,0,0,2,4,24,0.8,High,2,3
oregon_ohio_state-20150112_200346-20150112_211839,14.44480221,96897,0,0,1,2,27,0.9,Perfect,1,1
osu_stop_bama-20150101_233743-20150102_004727,18.4877193,285,4,0,5,3,18,0.6,Moderate,3,1
duke_game_unc-20150218_215027-20150218_225602,13.82983808,16737,0,1,2,2,25,0.833333333,High,2,2
birthday_ali_muhammad-20150117_103904-20150117_114828-20150117_125507,14.0740625,6400,0,0,0,1,29,0.966666667,Perfect,1,3
cowboys_eagles_game-20141214_215027-20141214_225206,15.1028396,6515,0,0,0,1,29,0.966666667,Perfect,1,1
brian_williams_months-20150210_234258-20150211_011223,14.7919361,15774,0,0,0,1,29,0.966666667,Perfect,1,3
win_india_pakistan-20150214_235643-20150215_011903-20150215_023754,16.45251971,8751,0,0,0,8,22,0.733333333,Moderate,3,1
grammys_watch_away-20150208_204025-20150208_213235,19.3923445,209,0,2,6,5,17,0.566666667,Low,4,2
dunk_contest_lavine-20150214_212718-20150214_224205,13.67012304,20156,0,0,1,5,24,0.8,High,2,2
royals_game_series-20141024_214549-20141024_221920-20141024_221951-20141024_233226-20141024_235600,17.17962996,28375,0,0,0,3,27,0.9,Perfect,1,2
sony_north_korea-20141218_114925-20141218_130701,15.34252045,56601,0,0,6,6,18,0.6,Moderate,3,2
world_hamilton_lewis-20141123_100204-20141123_105303,13.95039845,13427,0,0,1,1,28,0.933333333,Perfect,1,3
black_police_#antoniomartin-20141224_114454-20141224_123850,17.39592969,2162,1,0,2,7,20,0.666666667,Moderate,3,3
kobe_lebron_james-20150115_214504-20150115_225503,14.6427673,6360,0,0,0,4,26,0.866666667,High,2,1
north_sony_korea-20141220_194850-20141220_210151,15.22668876,147268,0,1,5,4,20,0.666666667,Moderate,3,2
arsenal_goal_newcastle-20141213_124936-20141213_135024,12.94584838,2770,0,0,0,3,27,0.9,Perfect,1,1
school_children_#peshawarattack-20141216_064345-20141216_075524,17.05978261,3128,0,0,1,6,23,0.766666667,Moderate,3,2
paris_french_france-20150109_134840-20150109_150228,16.84034877,9978,1,1,3,6,19,0.633333333,Moderate,3,2
bobby_whitney_movie-20150117_210028-20150117_220949,16.0089957,7448,4,0,7,7,12,0.4,Low,4,3
bowl_pro_game-20150125_184901-20150125_184943-20150125_191609-20150125_201957,16.70508267,8165,0,0,3,2,25,0.833333333,High,2,3
royals_game_#worldseries-20141028_211520-20141028_221949,15.99522328,13817,0,1,0,3,26,0.866666667,High,2,2
rex_ryan_bills-20150111_095034-20150111_110337,15.93245974,16331,0,0,2,7,21,0.7,Moderate,3,4
cam_car_breaking-20141209_104701-20141209_115057-20141209_125302-20141209_125437,17.15099458,1106,0,1,0,5,24,0.8,High,2,2
game_houston_pitt-20150102_141535-20150102_153912,10.84166317,2381,0,0,2,9,19,0.633333333,Moderate,3,1
taveras_oscar_cardinals-20141026_203427-20141026_214132,15.14340566,11199,0,0,1,0,29,0.966666667,Perfect,1,3
ebola_free_news-20141024_120404-20141024_131233-20141024_133137,13.40087534,18507,0,0,1,1,28,0.933333333,Perfect,1,2
free_obama_college-20150108_181810-20150108_192208-20150108_202527,14.39725893,30645,0,1,0,6,23,0.766666667,Moderate,3,2
sydney_#sydneysiege_#illridewithyou-20141215_143732-20141215_154331-20141215_155853-20141215_161722-,14.34314191,2107,0,0,2,4,24,0.8,High,2,3
#ballondor_fifa_award-20150112_125026-20150112_134603-20150112_144438,13.70183486,1090,1,0,0,0,29,0.966666667,Perfect,1,2
bobby_shmurda_bail-20141218_235306-20141219_012117,15.65510865,2163,0,0,1,7,22,0.733333333,Moderate,3,1
big_ben_game-20141026_162345-20141026_173013,15.3736713,2446,0,0,3,6,21,0.7,Moderate,3,3
gay_tim_cook-20141030_131454-20141030_142800,15.30812454,10856,1,0,0,2,27,0.9,Perfect,1,3
brittany_true_maynard-20141102_195244-20141102_205444,13.49462366,93,0,0,0,2,28,0.933333333,Perfect,1,2
game_football_ohio-20150112_223014-20150112_234607,15.91862003,8319,0,0,0,3,27,0.9,Perfect,1,1
#orion_launch_watch-20141205_055930-20141205_070834,16.03477345,2847,0,0,0,0,30,1,Perfect,1,3
edelman_julian_return-20141102_154416-20141102_164616,14.98387097,62,0,0,2,2,26,0.866666667,High,2,4
ebola_czar_obama-20141017_102419-20141017_112645-20141017_113249,15.13250975,30760,1,0,1,8,20,0.666666667,Moderate,3,3
junior_malanda_sad-20150110_153142-20150110_165043,14.25859155,1775,0,0,0,2,28,0.933333333,Perfect,1,1
cousins_kobe_demarcus-20150130_120327-20150130_125646,14.07564679,3556,0,1,0,3,26,0.866666667,High,2,2
thompson_quarter_points-20150123_232020-20150124_002601,15.86069385,5592,0,0,0,2,28,0.933333333,Perfect,1,2
arsenal_united_man-20141122_142926-20141122_153709,14.67436748,25928,0,2,2,6,20,0.666666667,Moderate,3,1
quarter_gaon_awards-20150128_072301-20150128_083844-20150128_085537,18.19721578,431,0,0,1,8,21,0.7,Moderate,3,3
duke_win_state-20150113_224804-20150114_000132,17.06325707,743,0,1,2,3,24,0.8,High,2,1
smith_josh_rockets-20141224_133208-20141224_142617,12.97582305,13608,0,0,0,2,28,0.933333333,Perfect,1,3
season_video_jabari-20141216_224812-20141217_000809,15.73958333,96,1,0,0,8,21,0.7,Moderate,3,3
news_#ferguson_live-20141125_062314-20141125_072302,14.32857143,3850,0,0,3,4,23,0.766666667,Moderate,3,3
torture_cia_report-20141210_064808-20141210_075344,14.54101122,80734,0,1,2,4,23,0.766666667,Moderate,3,3
because_#chapelhillshooting_police-20150212_105434-20150212_121536,18.38709677,31,2,1,4,4,19,0.633333333,Moderate,3,3
missing_flight_singapore-20141227_204757-20141227_215638,14.09860845,20840,0,0,1,2,27,0.9,Perfect,1,2
kanye_#grammys_stage-20150208_222440-20150208_231446,16.42062193,2444,1,0,2,4,23,0.766666667,Moderate,3,4
win_game_royals-20141022_213926-20141022_224704,17.65394402,5109,1,0,0,2,27,0.9,Perfect,1,3
obama_world_india-20150124_102128-20150124_112014,14.52960663,12075,1,0,3,9,17,0.566666667,Low,4,2
won_games_knicks-20150119_194947-20150119_205045,15.99845917,649,0,0,0,3,27,0.9,Perfect,1,3
peyton_bengals_manning-20141223_000207-20141223_010858,15.62111216,3183,0,0,0,2,28,0.933333333,Perfect,1,2
ukraine_president_says-20150218_055117-20150218_065859,17.18036191,3371,0,0,1,8,21,0.7,Moderate,3,3
oscar_renta_night-20141021_063933-20141021_074840,18.612,250,1,0,0,0,29,0.966666667,Perfect,1,3
touchdown_lions_#detvsgb-20141228_164008-20141228_174923,11.98675497,151,0,3,3,7,17,0.566666667,Low,4,1
flight_airasia_missing-20141227_230234-20141228_000448-20141228_011616,14.46733588,12552,0,0,0,3,27,0.9,Perfect,1,3
sad_school_pakistan-20141216_224812-20141217_000809,17.28571429,1379,0,0,1,4,25,0.833333333,High,2,2
officers_police_their-20141221_062908-20141221_073539,18.01441523,11030,0,0,4,2,24,0.8,High,2,1
#chapelhillshooting_muslim_heart-20150211_172148-20150211_184648,18.22748815,211,0,0,0,9,21,0.7,Moderate,3,3
harbaugh_jim_michigan-20141229_084729-20141229_093750,15.03828757,21887,0,0,0,5,25,0.833333333,High,2,2
chelsea_united_man-20141026_085134-20141026_094558,14.00351818,28708,0,0,2,2,26,0.866666667,High,2,3
kanye_stage_#grammys-20150208_222440-20150208_231446,16.23362832,2260,0,0,3,5,22,0.733333333,Moderate,3,1
music_awards_preview-20141213_070203-20141213_080759,13.37953641,4271,1,0,5,7,17,0.566666667,Low,4,2
oscar_sound_#oscars-20150222_200058-20150222_205845,15.05,420,0,1,5,3,21,0.7,Moderate,3,3
ebola_glasgow_case-20141229_124554-20141229_134930,12.41730677,8332,0,0,0,2,28,0.933333333,Perfect,1,4
ebola_nigeria_free-20141020_075900-20141020_090750,12.87332437,27527,0,0,0,5,25,0.833333333,High,2,1
police_officer_killed-20141227_204757-20141227_215638,14.78999872,23357,0,0,1,5,24,0.8,High,2,3
video_odell_beckham-20141124_012210-20141124_024249,15.34423856,3454,0,0,0,2,28,0.933333333,Perfect,1,2
miley_nicki_#grammys-20150208_204025-20150208_213235,10.69519833,958,1,0,1,3,25,0.833333333,High,2,3
sony_north_korea-20141219_115955-20141219_131038,15.16272411,100231,0,0,1,5,24,0.8,High,2,1
tottenham_spurs_goal-20150101_133836-20150101_144935,15.01466993,1227,0,1,0,2,27,0.9,Perfect,1,3
george_clooney_#goldenglobes-20150111_221201-20150111_232952,12.48165444,1499,0,0,1,1,28,0.933333333,Perfect,1,1
smith_waiters_cleveland-20150105_211143-20150105_233051,16.02978554,2518,0,0,1,5,24,0.8,High,2,3
obama_immigration_president-20141120_180213-20141120_185932,15.93094568,37666,0,1,0,6,23,0.766666667,Moderate,3,3
rip_voice_christine-20141230_135246-20141230_150702,14.76474623,1458,1,0,0,4,25,0.833333333,High,2,3
eric_frein_police-20141030_180732-20141030_191622,15.87976416,4749,0,0,0,2,28,0.933333333,Perfect,1,2
shot_police_officers-20141220_143855-20141220_160712,16.18345613,14930,0,0,0,2,28,0.933333333,Perfect,1,1
costa_diego_charge-20150129_104036-20150129_113607,16.18687136,1889,0,0,1,2,27,0.9,Perfect,1,1
madrid_real_game-20150207_104829-20150207_113807,15.78346557,3907,2,0,1,3,24,0.8,High,2,3
whiteside_hassan_rating-20150125_142652-20150125_153450,15.10933661,814,1,0,1,5,23,0.766666667,Moderate,3,3
nigeria_free_ebola-20141020_051557-20141020_064249,12.49675184,11545,0,1,1,4,24,0.8,High,2,2
suh_play_ndamukong-20141230_162954-20141230_175034,15.76815102,4132,0,0,0,1,29,0.966666667,Perfect,1,4
#oscarnoms_oscar_birdman-20150115_082957-20150115_091955,14.15072934,617,0,1,1,3,25,0.833333333,High,2,3
#goldenglobes_george_golden-20150111_221201-20150111_232952,14.30690162,681,0,0,1,2,27,0.9,Perfect,1,2
ernie_banks_cub-20150123_232020-20150124_002601,14.72203457,10066,0,0,0,1,29,0.966666667,Perfect,1,1
grammys_song_grammy-20150208_222440-20150208_231446,17.55779427,1886,1,0,0,3,26,0.866666667,High,2,2
paris_march_leaders-20150111_095034-20150111_110337,15.40073193,16395,0,0,1,1,28,0.933333333,Perfect,1,2
state_ohio_national-20150102_020610-20150102_033003,16.01270708,10624,0,0,0,4,26,0.866666667,High,2,1
game_cowboys_season-20150111_144629-20150111_155923,19.3321392,1954,1,1,4,5,19,0.633333333,Moderate,3,3
president_michael_sata-20141029_022108-20141029_040700,14.35151241,13257,0,0,0,2,28,0.933333333,Perfect,1,1
our_torture_report-20141210_123826-20141210_134728,16.41093117,3952,1,1,1,7,20,0.666666667,Moderate,3,3
odell_beckham_catch-20141123_205333-20141123_215332,14.61389815,13196,0,0,2,1,27,0.9,Perfect,1,1
jon_stewart_show-20150210_171731-20150210_182605-20150210_193809,14.67746722,57960,0,0,0,2,28,0.933333333,Perfect,1,1
police_cops_officers-20141221_083141-20141221_092742,17.62992417,5407,0,0,1,3,26,0.866666667,High,2,2
gabriel_days_arsenal-20150128_095729-20150128_110141,18.33333333,78,1,1,2,8,18,0.6,Moderate,3,3
gray_jonas_game-20141116_223408-20141116_234140,16.52488071,1467,1,0,0,1,28,0.933333333,Perfect,1,3
gay_apple_tim-20141030_091023-20141030_100813,16.48942568,19954,0,0,2,1,27,0.9,Perfect,1,1
news_isis_breaking-20150217_154239-20150217_170250-20150217_171906,15.45480495,2102,1,1,1,7,20,0.666666667,Moderate,3,4
ohio_state_national-20150113_010551-20150113_023159,14.84682637,43121,0,0,0,2,28,0.933333333,Perfect,1,1
#millionsmarchnyc_police_march-20141213_170831-20141213_181803,13.53784861,251,0,0,1,3,26,0.866666667,High,2,3
oscar_renta_fashion-20141021_005137-20141021_022035,15.84564356,37083,0,0,0,2,28,0.933333333,Perfect,1,1
fans_seahawks_win-20150119_011602-20150119_023830,18.1187399,1238,0,0,0,3,27,0.9,Perfect,1,2
spider-man_marvel_movie-20150210_093055-20150210_103036,15.10821981,6533,0,0,2,7,21,0.7,Moderate,3,2
test_misbah_record-20141102_034232-20141102_045904,16.01946836,2671,0,0,1,4,25,0.833333333,High,2,2
golden_globe_december-20141211_065315-20141211_081537,15.1588785,107,1,0,0,4,25,0.833333333,High,2,3
cutler_clausen_jimmy-20141217_174901-20141217_191126,16.00122324,4905,1,0,1,8,20,0.666666667,Moderate,3,2
charlie_#charliehebdo_hebdo-20150108_084359-20150108_093840,13.23953202,1624,0,0,1,6,23,0.766666667,Moderate,3,3
bumgarner_madison_baseball-20141029_224319-20141029_234451,15.87454017,5165,0,0,0,2,28,0.933333333,Perfect,1,1
sam_grammy_smith-20150208_222440-20150208_231446,15.07290583,61504,0,0,1,2,27,0.9,Perfect,1,1
united_west_ham-20150208_102502-20150208_112357,14.69411114,39753,0,0,1,4,25,0.833333333,High,2,1
red_#oscars_carpet-20150222_180855-20150222_190326,15.34981018,12907,0,1,0,4,25,0.833333333,High,2,3
giants_game_win-20141015_230140-20141016_000502,16.68239648,4323,0,0,1,1,28,0.933333333,Perfect,1,1
birthday_king_martin-20150115_170445-20150115_182144,13.86525419,19021,0,0,0,1,29,0.966666667,Perfect,1,1
rose_game_derrick-20141222_215937-20141222_225944,16.98574561,912,1,0,2,4,23,0.766666667,Moderate,3,3
balotelli_penalty_mario-20150219_152858-20150219_163855,15.97803618,2322,0,0,0,7,23,0.766666667,Moderate,3,1
police_black_#antoniomartin-20141224_022407-20141224_033309,17.36629667,1982,0,0,2,1,27,0.9,Perfect,1,3
king_saudi_retweet-20150123_033942-20150123_050554,18.11688312,77,0,1,2,5,22,0.733333333,Moderate,3,3
chelsea_man_utd-20141026_122223-20141026_131853,14.41547592,31003,0,0,3,3,24,0.8,High,2,1
pope_francis_welcome-20150115_035054-20150115_051309,9.849043175,74465,0,0,0,5,25,0.833333333,High,2,2
game_seahawks_win-20150118_181635-20150118_192118,16.51563198,8956,0,0,1,0,29,0.966666667,Perfect,1,1
paris_dead_satirical-20150107_040103-20150107_054935,15.61989564,8816,1,0,0,2,27,0.9,Perfect,1,1
ronaldo_ballon_messi-20150112_125026-20150112_134603-20150112_144438,15.91444793,33465,0,0,0,1,29,0.966666667,Perfect,1,2
police_officers_two-20141221_034642-20141221_051005,17.10324203,26249,1,0,0,4,25,0.833333333,High,2,1
katy_perry_super-20150129_204839-20150129_213758,15.05355957,165666,0,0,4,4,22,0.733333333,Moderate,3,4
pacquiao_fight_algieri-20141122_230626-20141123_001649,14.52163378,8667,0,0,2,3,25,0.833333333,High,2,2
nash_steve_season-20141023_201240-20141023_213156,15.50089543,12843,0,0,0,5,25,0.833333333,High,2,4
police_sydney_after-20141215_222932-20141215_234130,16.22505462,5492,0,0,0,4,26,0.866666667,High,2,1
bob_simon_correspondent-20150211_201408-20150211_214235,14.40946958,16685,0,0,1,2,27,0.9,Perfect,1,1
years_pistorius_oscar-20141021_035622-20141021_052319,15.14119654,22281,0,0,0,1,29,0.966666667,Perfect,1,1
goals_ronaldo_cristiano-20141212_155113-20141212_165811,16.92386949,5241,0,0,1,7,22,0.733333333,Moderate,3,2
bjp_aap_vote-20150207_033034-20150207_043427,20.35356304,5108,0,1,6,7,16,0.533333333,Low,4,4
win_nfl_game-20150119_105337-20150119_115612,18.19593998,2266,1,0,5,4,20,0.666666667,Moderate,3,2
brady_tom_super-20150118_201944-20150118_213212,18.02351343,9569,0,0,0,2,28,0.933333333,Perfect,1,1
music_awards_seoul-20150122_055522-20150122_070315,12.44445852,7895,0,0,0,7,23,0.766666667,Moderate,3,3
off_pakistan_#pakvnz-20141214_091758-20141214_100529,16.93428571,350,1,1,2,5,21,0.7,Moderate,3,3
senate_republicans_win-20141105_015910-20141105_034630,15.09645364,10969,0,0,0,3,27,0.9,Perfect,1,2
news_senzo_meyiwa-20141026_162345-20141026_173013,14.61561562,7659,0,0,0,0,30,1,Perfect,1,1
city_chelsea_goal-20141213_104447-20141213_114512,13.71017908,2122,0,1,0,6,23,0.766666667,Moderate,3,2
harbaugh_jim_ways-20141228_185636-20141228_200329,15.64059853,3542,0,0,0,3,27,0.9,Perfect,1,2
arsenal_qpr_goal-20141226_132116-20141226_142213,12.84863412,4466,1,0,2,3,24,0.8,High,2,1
october_ebola_house-20141015_230140-20141016_000502,17.35616438,73,2,1,3,12,12,0.4,Low,4,3
katy_perry_show-20150202_102212-20150202_111337-20150202_120702,15.21860465,6020,0,0,0,3,27,0.9,Perfect,1,2
chelsea_city_bradford-20150124_102128-20150124_112014,14.93938072,13758,0,1,0,1,28,0.933333333,Perfect,1,1
malone_coach_kings-20141214_235644-20141215_010737,13.9209202,4173,0,0,0,4,26,0.866666667,High,2,2
louis_ebola_nurse-20141024_170629-20141024_181626,12,7,4,2,7,5,12,0.4,Low,4,3
wall_john_acy-20141225_131558-20141225_141500,13.23393665,4420,0,0,0,8,22,0.733333333,Moderate,3,4
cowboys_lions_game-20150104_184648-20150104_193837,16.06685362,17830,1,0,3,1,25,0.833333333,High,2,3
city_burnley_man-20141228_101058-20141228_110832,14.5757538,8026,0,0,0,4,26,0.866666667,High,2,2
birthday_king_martin-20150115_082957-20150115_091955,13.67174424,16609,0,0,0,1,29,0.966666667,Perfect,1,1
say_john_fox-20150116_093743-20150116_102714-20150116_112054,17.54366544,813,0,1,5,12,12,0.4,Low,4,2
yes_north_sony-20141221_102623-20141221_112747,18.39090909,220,0,0,3,7,20,0.666666667,Moderate,3,3
artist_#amas_favorite-20141023_225011-20141024_001313,10.99240114,473492,1,2,7,4,16,0.533333333,Low,4,4
golden_disk_awards-20150115_082957-20150115_091955,13.55541286,45161,0,0,2,2,26,0.866666667,High,2,4
palestinian_after_israeli-20141210_064808-20141210_075344,14.79069767,5762,0,0,1,4,25,0.833333333,High,2,2
groundhog_winter_weeks-20150202_083142-20150202_092746,15.25471341,18511,0,0,0,3,27,0.9,Perfect,1,3
rooney_goal_united-20141226_091837-20141226_101341,13.72044199,1810,0,0,0,2,28,0.933333333,Perfect,1,3
oscars_remember_lady-20150222_200058-20150222_205845,18.5890411,73,1,0,4,8,17,0.566666667,Low,4,3
attack_charlie_paris-20150108_160031-20150108_170907,14.83183829,57189,2,0,1,1,26,0.866666667,High,2,2
torture_dear_cia-20141210_103833-20141210_113610,18.928,125,0,2,3,6,19,0.633333333,Moderate,3,2
#sotu_free_obama-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,18.1064,1250,1,1,2,6,20,0.666666667,Moderate,3,3
apple_ipad_air-20141016_131147-20141016_141629-20141016_143758-20141016_144024-20141016_144422-20141,16.49428246,118495,1,0,1,1,27,0.9,Perfect,1,2
president_zuma_eff-20150212_105434-20150212_121536,18.76585366,410,1,0,0,7,22,0.733333333,Moderate,3,4
gerrard_steven_liverpool-20150102_073806-20150102_084037,15.41418496,78407,0,0,1,5,24,0.8,High,2,1
jon_stewart_show-20150210_204625-20150210_215426-20150210_222243,14.68548835,59435,0,0,0,4,26,0.866666667,High,2,4
bobby_than_shmurda-20141218_165320-20141218_180518,15.65962441,426,0,0,6,7,17,0.566666667,Low,4,2
fowler_dexter_via-20150119_105337-20150119_115612,14.33333333,3,0,0,0,3,27,0.9,Perfect,1,3
liverpool_real_madrid-20141022_170108-20141022_180604,14.24672976,47550,0,0,1,3,26,0.866666667,High,2,4
cosby_bill_video-20141120_155546-20141120_165948,15.99589893,7559,1,0,2,7,20,0.666666667,Moderate,3,4
game_royals_win-20141028_232501-20141029_004405,17.35027377,12967,0,0,1,2,27,0.9,Perfect,1,4
news_breaking_ebola-20141017_123802-20141017_134846,14.80504011,12341,3,1,6,8,12,0.4,Low,4,2
cowboys_dallas_#detvsdal-20150104_184648-20150104_193837,14.32837128,1142,0,0,1,3,26,0.866666667,High,2,1
obama_internet_net-20141110_203322-20141110_213526,16.23513658,3734,1,1,2,2,24,0.8,High,2,3
real_liverpool_madrid-20141104_132854-20141104_143829,14.24235711,15799,0,0,1,4,25,0.833333333,High,2,1
points_pau_gasol-20150110_202223-20150110_213908,15.59919954,3498,0,0,0,2,28,0.933333333,Perfect,1,1
villa_goal_qpr-20141027_160923-20141027_172837,15.22696629,1335,0,0,1,3,26,0.866666667,High,2,1
game_state_ohio-20150102_073806-20150102_084037,15.48138801,30115,0,0,0,3,27,0.9,Perfect,1,2
retweet_#oscars_tonight-20150222_180855-20150222_190326,17.22727273,22,1,1,2,3,23,0.766666667,Moderate,3,3
attack_claims_responsibility-20150114_044623-20150114_061420,14.0875712,9832,0,0,1,10,19,0.633333333,Moderate,3,3
klay_thompson_quarter-20150124_013813-20150124_025830,14.9357514,10008,0,0,0,1,29,0.966666667,Perfect,1,2
real_ronaldo_madrid-20150218_151251-20150218_162319,15.4990928,38029,1,0,0,5,24,0.8,High,2,2
president_obama_state-20150122_002948-20150122_015101,17.35966629,29127,0,1,4,2,23,0.766666667,Moderate,3,1
after_tahmooressi_sgt-20141101_065741-20141101_080444,18.11256117,613,1,0,0,3,26,0.866666667,High,2,1
goals_league_mourinho-20150101_133836-20150101_144935,20.0867052,173,0,1,0,3,26,0.866666667,High,2,4
fsu_oregon_someone-20150101_185404-20150101_195932,17.27218935,169,1,1,0,5,23,0.766666667,Moderate,3,3
thailand_malaysia_final-20141217_044846-20141217_061917,13.62057604,9409,0,0,2,4,24,0.8,High,2,3
cowboys_eagles_#dalvsphi-20141214_193903-20141214_204227,14.77446218,1441,0,0,1,3,26,0.866666667,High,2,2
ohio_state_bama-20150101_233743-20150102_004727,15.19603739,20542,0,0,0,3,27,0.9,Perfect,1,3
game_suh_nfl-20141229_145906-20141229_161420-20141229_170912,15.55577976,3469,1,0,0,6,23,0.766666667,Moderate,3,2
gerrard_steven_liverpool-20150102_045635-20150102_061915,15.35888344,72759,0,1,0,3,26,0.866666667,High,2,1
sunderland_liverpool_win-20150110_085958-20150110_095047,16.05091533,1748,0,1,0,5,24,0.8,High,2,2
chelsea_game_goal-20141122_084357-20141122_093958,18.38888889,90,0,1,5,6,18,0.6,Moderate,3,2
murray_andy_#ausopen-20150125_070307-20150125_075918,14.96054254,2433,0,0,0,2,28,0.933333333,Perfect,1,2
beckham_odell_season-20141228_141137-20141228_152650,18.53190221,1677,0,0,2,4,24,0.8,High,2,2
west_india_indies-20141017_054732-20141017_070826,18.71173216,49343,0,1,4,10,15,0.5,Low,4,2
scott_stuart_tonight-20150105_003254-20150105_013938-20150105_020207,18.05787037,2160,0,0,0,0,30,1,Perfect,1,3
brady_super_bowl-20150118_201944-20150118_213212,17.3009283,17559,0,0,0,2,28,0.933333333,Perfect,1,3
sam_smith_#grammys-20150208_183650-20150208_194148,12.47835043,24273,0,0,1,3,26,0.866666667,High,2,1
top_free_climbers-20150114_172352-20150114_182507,15.71488912,1894,0,1,0,1,28,0.933333333,Perfect,1,3
chelsea_bradford_city-20150124_102128-20150124_112014,14.95410646,13771,0,0,2,1,27,0.9,Perfect,1,2
oregon_state_win-20150112_125026-20150112_134603-20150112_144438,16.78361926,9035,0,0,4,1,25,0.833333333,High,2,1
harbaugh_jim_michigan-20141229_183933-20141229_195717,15.07408872,25294,1,1,0,3,25,0.833333333,High,2,2
game_win_chancellor-20150110_202223-20150110_213908,16.78125,64,0,0,0,5,25,0.833333333,High,2,1
bjp_maharashtra_congress-20141019_011258-20141019_024115,17.0941337,2932,0,0,2,5,23,0.766666667,Moderate,3,3
captain_costa_years-20150211_142604-20150211_155244,14.63426599,5504,0,0,1,4,25,0.833333333,High,2,2
sunderland_game_newcastle-20141221_083141-20141221_092742,15.64401295,927,0,0,6,5,19,0.633333333,Moderate,3,2
police_obama_ferguson-20141201_142812-20141201_154858,15.92728224,7646,0,0,0,9,21,0.7,Moderate,3,2
duke_state_game-20150111_144629-20150111_155923,15.11887608,1388,0,0,1,2,27,0.9,Perfect,1,1
charlie_hebdo_paris-20150116_054547-20150116_065421,13.39244357,146286,1,0,6,4,19,0.633333333,Moderate,3,3
cardale_jones_winston-20150112_223014-20150112_234607,11.08929766,2990,1,0,3,5,21,0.7,Moderate,3,1
#charliehebdo_thoughts_french-20150107_100842-20150107_112852,16.64088398,362,1,0,3,1,25,0.833333333,High,2,1
yeovil_united_goal-20150104_110633-20150104_120216,13.94599716,2111,1,0,0,5,24,0.8,High,2,3
kobe_lakers_game-20141116_223408-20141116_234140,17.8653217,1834,0,0,2,4,24,0.8,High,2,3
children_#peshawarattack_world-20141216_131258-20141216_142101,17.8951049,1859,0,0,0,7,23,0.766666667,Moderate,3,2
banks_ernie_may-20150124_121457-20150124_130629,19.39365079,315,0,0,1,2,27,0.9,Perfect,1,3
brady_colts_tom-20150118_181635-20150118_192118,17.91374135,7663,0,0,1,4,25,0.833333333,High,2,1
arsenal_city_man-20150118_113226-20150118_124137,13.86509658,48872,0,1,0,5,24,0.8,High,2,1
free_chelsea_stoke-20141222_150927-20141222_161743,17.83888889,540,0,0,3,7,20,0.666666667,Moderate,3,1
oscar_young_years-20141021_152252-20141021_162823,17.13793103,29,0,0,2,2,26,0.866666667,High,2,3
brown_diem_cancer-20141114_140512-20141114_151647,15.82387138,11009,0,0,0,1,29,0.966666667,Perfect,1,3
#royalrumble_match_rumble-20150125_212652-20150125_222925,15.96223653,3416,0,0,2,7,21,0.7,Moderate,3,1
sony_north_obama-20141219_115955-20141219_131038,15.82214853,11459,0,0,1,6,23,0.766666667,Moderate,3,1
malaysia_thailand_goal-20141220_062003-20141220_073003,12.44051282,3900,0,0,1,4,25,0.833333333,High,2,2
funeral_their_police-20150104_110633-20150104_120216,19.28648005,1679,1,1,1,3,24,0.8,High,2,2
steelers_north_afc-20141228_212854-20141228_224838,13.32912404,6256,0,0,0,0,30,1,Perfect,1,3
game_win_jets-20141016_224038-20141016_234002-20141017_004116,16.49008499,2118,1,5,3,2,19,0.633333333,Moderate,3,1
josh_year_gordon-20150203_175539-20150203_190522-20150203_191938,14.81485492,4618,0,0,1,2,27,0.9,Perfect,1,1
january_scott_stuart-20150105_181236-20150105_192022,15.94135802,324,0,0,1,2,27,0.9,Perfect,1,3
american_ben_story-20150224_121101-20150224_132049,14.38353906,21226,0,0,0,1,29,0.966666667,Perfect,1,3
north_korea_obama-20141227_114125-20141227_124712,15.49843183,44638,0,0,4,6,20,0.666666667,Moderate,3,4
breaking_ryan_pace-20150108_134326-20150108_144902,15.83732057,209,0,0,0,4,26,0.866666667,High,2,3
ebola_obama_czar-20141017_150647-20141017_163319,15.11039476,30246,2,0,4,4,20,0.666666667,Moderate,3,3
sydney_hostage_#sydneysiege-20141214_193903-20141214_204227,15.06380753,2868,0,0,2,6,22,0.733333333,Moderate,3,3
obama_president_immigration-20141121_144208-20141121_155624,15.84476284,51927,0,0,1,3,26,0.866666667,High,2,2
win_texas_game-20141230_001946-20141230_015126,18.33566434,286,2,0,5,2,21,0.7,Moderate,3,2
charlie_hebdo_after-20150115_035054-20150115_051309,14.73927448,35919,0,0,3,5,22,0.733333333,Moderate,3,3
#illridewithyou_australians_#sydneysiege-20141215_050122-20141215_061304,14.85199005,804,1,1,3,6,19,0.633333333,Moderate,3,1
